,1,2,3,4,5,6,7,8,9,10,11
parkway,0,0,0,0,0,0,0,0,0,0,0
europe,0,0,0,0,0,0,0,0,0,0,0
heap,0,0,0,0,0,0,0,0,0,0,0
railroad,0,0,0,0,0,0,0,0,0,0,0
hurried,0,0,0,0,0,1,0,1,0,0,0
emoji,0,0,0,0,0,0,0,0,0,0,0
pricefrothbrothigloo,0,0,0,0,0,0,0,0,0,0,0
housekeeper,0,0,0,0,0,3,0,0,0,0,1
hobby,0,0,0,0,0,0,0,0,0,0,0
breakbreakfastball,0,0,0,0,0,0,0,0,0,0,0
exclusive,3,0,0,0,0,0,0,2,0,0,0
shade,0,0,0,0,0,0,0,0,0,0,0
oh,0,2,0,2,0,0,0,0,0,0,0
mooountain,0,0,0,0,0,0,0,0,0,0,0
scripture,0,0,0,0,0,0,0,0,0,0,0
thong,0,0,0,0,0,0,0,0,0,0,0
resemble,0,1,0,0,0,0,0,2,0,0,0
men,3,3,0,3,0,0,2,2,0,3,0
england,0,0,0,0,0,0,0,0,0,0,0
sending,0,0,0,0,0,0,0,0,0,0,0
vote,0,0,0,0,0,0,0,0,0,0,0
thoughtful,0,0,0,0,2,0,2,0,3,0,0
exposition,3,1,0,0,0,0,0,0,0,0,0
filled,0,0,0,0,0,0,0,0,0,0,0
groceries,0,0,0,0,0,0,0,0,0,0,0
discipline,0,0,0,0,0,0,0,0,0,0,0
determined,0,0,0,0,0,0,0,0,1,0,0
stores,0,0,0,0,3,0,0,0,0,0,0
navel,0,0,0,0,0,0,0,0,0,0,0
midas,0,0,0,0,0,0,0,0,0,0,0
property,0,0,0,0,2,0,1,0,3,1,3
moo,0,0,0,0,0,0,0,0,0,0,0
kissing,0,1,0,2,0,0,2,0,0,3,0
beige,0,0,0,0,0,0,0,0,0,0,0
ascent,0,0,0,0,0,0,0,0,0,0,0
chihuahua,0,0,0,0,0,0,0,0,0,0,0
secluded,0,0,0,0,1,0,0,0,2,0,1
unit,0,0,0,0,0,1,2,0,0,1,1
renew,0,0,0,0,1,0,0,0,2,0,1
recipes,0,1,0,0,1,0,0,0,2,0,0
conditioned,0,0,1,0,0,0,0,0,0,0,2
heirs,0,0,0,0,0,2,0,0,0,0,2
e-bike,0,0,0,0,0,0,0,0,0,0,0
breasts,0,0,0,0,0,0,0,0,0,0,0
murdered,0,0,0,0,0,0,0,0,0,0,0
podge,0,0,0,0,0,0,0,0,0,0,0
cannibal,0,0,0,1,0,0,0,0,0,0,0
instead,0,0,0,0,0,0,0,0,0,0,0
teleoperator,0,0,0,0,0,0,0,0,0,0,0
belwo,0,0,0,0,0,0,0,0,0,0,0
redo,0,0,0,0,0,0,0,0,2,0,1
novel,0,0,0,0,1,0,0,0,0,0,0
placemat,0,1,0,0,1,0,0,0,0,0,0
mitt,0,0,0,0,0,0,0,0,0,0,0
herbs,0,0,0,0,0,0,0,0,1,0,0
mildew,0,0,1,0,0,0,0,0,0,0,0
of,0,0,0,0,0,0,0,0,0,0,0
batwoman,0,0,0,0,0,0,0,0,0,0,0
priest,0,0,0,0,0,0,0,0,0,0,0
giver,2,0,0,3,0,3,2,0,0,0,0
molecules,0,0,1,0,1,0,0,0,0,0,2
selfish,0,0,0,0,0,0,1,0,0,2,0
figment,0,2,0,0,2,0,0,0,1,0,0
rockefeller,0,0,0,0,0,0,0,0,0,0,0
dresses,0,0,3,1,0,0,1,2,1,0,1
ca,0,0,0,0,0,0,0,0,0,0,0
daredevil,0,0,0,0,0,0,0,0,0,0,0
octave,0,0,0,0,0,0,0,0,0,0,0
eraser,0,0,0,0,0,0,0,0,0,0,0
poncho,0,0,0,0,0,0,0,0,0,0,0
ballerina,0,0,0,0,0,0,0,0,0,0,0
argue,0,1,0,0,0,0,1,0,0,2,0
picket,0,0,0,0,0,0,0,0,0,0,0
interesting,0,0,0,0,0,0,0,0,0,0,0
donate,2,0,0,2,0,2,1,0,0,0,0
tinsel,2,2,0,0,0,0,0,2,0,0,1
circumnavigate,1,1,1,0,0,1,0,1,0,0,0
stethascope,0,0,0,0,0,0,0,0,0,1,1
ffreeze,0,0,0,4,0,0,0,0,0,0,0
curves,1,0,0,1,1,0,0,0,0,0,0
train,0,0,0,0,0,0,0,0,1,0,0
he,3,4,2,4,3,4,4,4,3,2,3
comprehension,0,2,0,0,0,2,2,2,0,0,2
expression,0,3,0,2,0,0,2,2,0,0,0
electronic,0,0,0,0,0,1,0,0,1,1,1
guinea,0,0,0,0,0,0,0,0,0,0,0
walnut,0,0,0,0,0,0,0,0,0,0,0
historic,0,0,0,0,0,0,0,0,0,0,0
avenue,0,0,0,0,0,0,0,0,0,0,0
solace,0,0,0,0,0,0,1,1,1,0,0
java,0,0,0,0,0,0,0,0,0,0,0
romaine,0,0,0,0,0,0,0,0,0,0,0
ob,0,0,0,0,0,0,0,0,0,0,0
wreckless,1,2,0,0,0,0,0,0,0,0,0
whiskers,0,0,0,0,0,0,0,0,0,0,0
contacts,0,0,0,0,0,1,0,0,0,0,1
zeppelin,0,0,0,0,0,0,0,0,0,0,0
crickets,0,0,0,0,0,0,0,0,0,0,2
hepburn,0,0,0,0,0,0,0,0,0,0,0
campground,0,0,0,0,0,0,0,0,0,0,0
clinic,0,0,0,0,0,0,0,0,0,1,1
upset,0,0,0,0,0,0,0,1,2,0,2
butterflies,0,2,0,1,0,0,1,0,0,0,0
russia,0,0,0,0,0,0,0,0,0,0,0
hedge,0,0,0,0,0,0,0,0,0,0,0
ant,0,0,0,0,0,0,0,0,0,0,0
water,0,0,3,0,0,0,0,2,0,0,0
stool,0,0,0,0,0,0,0,0,0,0,0
entropy,0,0,0,0,0,0,0,0,1,0,1
refuse,1,0,0,0,0,0,1,0,0,0,0
mine,1,0,0,0,2,1,1,0,1,0,2
wail,0,0,0,0,0,0,0,0,0,0,1
shaw,0,0,0,0,0,0,0,0,0,0,0
graphite,0,0,0,0,0,1,0,0,0,0,0
homophone,0,0,0,0,0,0,0,0,0,0,0
cotton,0,0,1,0,0,0,0,0,1,0,1
bats,0,0,0,0,0,0,0,0,0,0,0
theodore,0,0,0,0,0,0,0,0,0,0,0
treaty,0,0,0,0,0,0,2,2,0,0,0
calf,0,0,0,0,0,0,0,0,0,0,0
crust,0,0,0,0,0,0,0,0,0,0,0
stewardesses,1,2,0,0,0,0,0,0,0,0,0
tryst,1,3,0,3,2,3,3,0,0,0,0
disruption,2,0,0,0,0,0,0,0,0,0,0
thrity,0,0,0,0,0,0,0,0,0,0,0
cashier,0,0,0,0,0,0,0,0,0,0,0
patch,0,0,0,0,0,0,0,0,0,0,0
profitable,0,0,0,0,0,0,0,0,0,0,0
cooker,0,0,0,0,0,0,0,0,0,0,0
teapot,0,0,0,0,0,0,0,0,0,0,0
panther,0,0,0,0,0,0,0,0,0,0,0
descent,0,0,0,0,0,4,0,0,0,0,0
responsible,0,0,0,0,0,2,0,0,0,0,0
vapor,0,0,0,3,0,0,0,0,0,0,0
sellers,0,2,0,0,1,0,0,0,0,0,0
shingle,0,0,0,0,0,0,0,0,0,0,0
beating,0,0,0,0,0,0,0,0,0,0,3
gams,2,0,0,1,0,0,0,0,0,0,0
mussell,0,0,0,0,0,0,0,0,0,0,0
eclipse,0,0,0,0,0,0,0,0,0,0,0
diaper,0,0,0,0,0,0,0,0,0,0,0
spin,0,0,0,0,0,0,0,0,0,0,0
picnics,0,0,0,0,0,0,0,0,0,0,0
raid,0,0,0,0,0,0,0,0,0,0,0
basin,0,0,4,0,0,0,0,0,0,0,0
winner,0,0,0,0,0,0,0,0,0,0,0
pheasant,0,0,0,0,0,0,0,0,0,0,0
foolish,2,0,0,0,0,0,0,0,0,0,0
wearwarrawreward,4,0,0,0,0,0,0,0,0,0,0
illegal,0,0,0,0,0,0,0,0,0,0,0
cowboy,0,0,0,0,0,0,0,0,0,0,0
candu,0,0,0,0,0,0,0,0,0,0,0
saxophone,0,0,0,0,0,0,0,0,0,0,0
groups,0,2,0,0,0,0,0,1,0,0,0
duh,0,0,0,0,0,0,0,0,0,0,0
amazing,0,0,0,0,0,3,0,0,0,0,0
communication,0,0,0,0,0,3,2,0,2,0,3
beaches,0,0,0,0,0,0,0,0,0,0,0
hoist,0,0,0,0,0,0,2,0,0,0,0
devon,0,0,0,0,0,0,0,0,0,0,0
atheism,0,0,0,0,0,0,0,0,0,0,0
nevada,0,0,0,0,0,0,0,0,0,0,0
damsel,3,0,0,2,0,0,0,0,0,0,0
saving,0,0,0,0,0,0,3,0,1,0,0
whistle,0,0,0,0,0,0,0,0,0,0,0
laid,0,0,0,0,0,0,0,0,0,2,0
ultraviolet,0,0,0,0,0,0,0,0,0,0,0
rootfarmoregory,0,0,0,0,0,0,0,0,0,0,0
colosos,0,0,0,0,0,0,0,0,0,0,0
dedicated,0,0,0,0,0,0,0,0,0,0,0
federal,0,0,0,0,0,0,0,0,0,0,0
karate,0,0,0,0,0,0,0,0,0,0,0
techtonic,0,0,0,0,0,0,0,0,0,0,0
fireplace,0,0,0,0,0,0,0,0,0,0,0
ankles,0,0,0,0,0,0,0,0,0,0,0
abandon,2,0,0,0,0,0,0,3,0,0,2
raise,0,0,0,0,0,0,0,0,0,0,0
tap,0,0,0,0,0,0,0,2,0,0,0
hertz,0,0,0,0,0,0,0,0,0,0,0
barre,0,0,0,0,0,0,0,0,0,0,0
tambouring,0,0,0,0,0,0,0,0,0,0,0
soothes,2,0,0,0,1,0,2,0,0,0,0
dalmatians,0,0,0,0,0,0,0,0,0,0,0
tread,0,0,2,0,0,0,0,0,0,0,0
miles,1,0,0,0,0,1,0,1,0,0,0
fale,0,0,0,0,0,0,0,0,0,0,0
skeletons,0,1,0,0,0,0,0,0,0,0,0
tennessee,0,0,0,0,0,0,0,0,0,0,0
eardrum,0,0,0,0,0,0,0,0,0,0,0
radicals,0,0,0,0,0,0,0,0,0,0,0
fan,2,3,0,0,0,0,0,3,0,0,0
inconsiderate,1,0,0,1,0,0,0,3,0,0,0
case,0,0,0,0,0,0,0,0,0,0,0
gel,0,0,0,0,0,0,0,0,0,0,0
tre,0,0,0,0,0,0,0,0,0,0,0
familiar,0,0,0,0,0,0,3,0,0,0,1
painted,0,0,0,0,2,0,0,0,0,0,1
overlook,0,0,0,0,0,0,0,1,0,0,0
grandma,0,0,0,0,0,0,0,0,0,0,0
thumbtack,0,0,0,0,0,0,0,0,0,0,0
threshold,0,0,0,0,0,0,0,3,1,0,0
mug,0,0,0,0,0,0,0,0,0,0,0
holocaust,0,0,0,0,0,0,0,0,0,0,0
yells,0,0,0,2,0,0,0,0,3,0,0
medow,0,0,0,0,0,0,0,0,0,0,0
wa,0,0,0,0,0,0,0,0,0,0,0
privacy,3,2,0,0,0,0,0,2,0,0,1
ethics,0,0,0,0,0,0,2,0,0,0,0
realativity,0,0,0,0,0,0,0,0,0,0,0
kosher,0,0,0,0,0,0,0,0,0,0,0
arkansas,0,0,0,0,0,0,0,0,0,0,0
ridiculous,0,0,0,0,0,0,0,0,0,0,2
alonf,0,0,0,0,0,0,0,0,0,0,0
lapotop,0,0,0,0,0,0,0,0,0,0,0
folders,0,0,0,0,0,0,0,0,0,0,0
outlook,0,0,0,0,0,0,0,0,0,0,0
petwash,0,0,0,0,0,0,0,0,0,0,0
rachele,0,0,0,0,0,0,0,0,0,0,0
humble,0,0,0,0,0,0,2,0,0,0,0
browser,0,0,0,0,0,0,0,0,0,0,0
passenger,2,3,0,0,0,1,0,3,0,0,0
ussr,0,0,0,0,0,0,0,0,0,0,0
pineapplke,0,0,0,0,0,0,0,0,0,0,0
salsa,0,0,0,0,0,0,0,0,0,0,0
cattails,0,0,0,0,0,0,0,0,0,0,0
rage,0,0,0,0,0,0,2,0,0,2,0
tallest,4,3,0,3,1,0,1,0,0,0,0
badly,0,0,0,0,0,0,0,0,0,0,0
religious,0,0,0,0,0,0,0,0,0,0,0
market,0,0,0,0,1,0,0,0,0,0,0
gesticulate,0,0,0,0,0,0,0,0,0,0,0
blamket,0,0,0,0,0,0,0,0,0,0,0
immutable,0,0,0,0,0,0,0,0,0,0,0
grateful,0,0,0,0,0,0,0,0,0,0,0
breezw,0,0,0,0,0,0,0,0,0,0,0
darling,0,0,0,0,0,0,0,0,0,0,0
degree,0,0,0,0,0,0,0,0,0,0,0
leech,0,0,0,0,0,0,0,0,0,0,0
chalk,0,0,0,0,0,0,0,0,0,0,0
injustice,0,0,0,0,0,0,2,0,0,0,0
brd,0,0,0,0,0,0,0,0,0,0,0
rom,0,0,0,0,0,0,0,0,0,0,0
pomeranian,0,0,0,0,0,0,0,0,0,0,0
satiated,0,0,0,0,0,0,0,0,0,0,0
simple,0,0,0,0,0,0,3,0,0,0,0
perception,0,2,0,0,0,0,0,3,0,0,0
billion,0,0,0,0,0,0,0,0,0,0,0
egg,0,0,0,0,0,0,0,0,0,0,0
newer,0,0,0,0,0,0,0,0,0,0,0
obligation,0,0,0,0,0,3,1,0,0,0,0
thrashing,0,0,0,0,0,0,0,0,0,0,0
topping,0,0,0,0,0,0,0,0,0,0,0
retain,0,0,0,0,0,2,1,0,1,0,3
crash,0,0,0,0,0,0,0,0,0,0,0
rohan,0,0,0,0,0,0,0,0,0,0,0
dying,0,0,0,0,0,0,0,0,0,4,1
capt,0,0,0,0,0,0,0,0,0,0,0
motorcycle,0,0,0,0,0,0,0,0,0,0,0
base,0,0,0,0,0,0,0,0,0,0,0
kookooburra,0,0,0,0,0,0,0,0,0,0,0
story,0,3,0,0,1,0,0,0,1,0,0
transformers,0,0,0,0,0,0,0,0,0,0,0
mechanical,0,0,0,1,3,1,0,0,0,0,0
phenominal,0,0,0,0,0,0,0,0,0,0,0
violin,0,0,0,0,0,0,0,0,0,0,0
rubies,0,0,0,0,0,0,0,0,0,0,2
hamlet,0,0,0,0,0,0,0,0,0,0,0
galoot,0,0,0,0,0,0,0,0,0,0,0
brownstone,0,0,0,0,0,0,0,0,0,0,0
conneticut,0,0,0,0,0,0,0,0,0,0,0
restrict,0,0,0,0,0,0,0,0,0,0,0
whodini,0,0,0,0,0,0,0,0,0,0,0
crotch,0,0,0,0,0,0,0,0,0,0,0
fisherman,0,0,0,0,0,0,0,0,0,0,0
jeff,0,0,0,0,0,0,0,0,0,0,0
literacy,0,0,0,2,2,1,0,0,0,0,0
paste,0,0,0,0,0,0,0,0,0,0,0
schooling,0,0,0,0,0,0,0,0,0,0,0
margarine,0,0,0,0,0,0,0,0,0,0,0
sharks,0,0,0,0,0,0,0,0,0,0,0
elderly,0,0,0,0,0,0,0,0,0,0,3
work,2,0,0,0,0,0,0,0,0,0,3
obituary,0,0,0,0,0,0,0,0,0,0,0
temperature,0,0,0,0,0,0,0,0,2,0,0
cortizol,0,0,0,0,0,0,0,0,0,0,0
lingonberry,0,0,0,0,0,0,0,0,0,0,0
etrol,0,0,0,0,0,0,0,0,0,0,0
piercing,0,0,0,0,0,0,0,0,0,0,0
vitriol,0,2,0,0,0,0,0,0,0,0,0
hangar,1,1,0,0,0,0,0,1,0,0,0
justice,0,0,0,0,0,0,0,0,0,0,0
cutter,0,0,0,0,0,0,0,0,0,0,0
outside,0,0,0,0,0,0,2,3,0,0,1
prick,0,0,0,0,0,0,0,0,0,0,0
footnote,0,0,0,0,0,0,0,0,0,0,0
happenings,0,2,0,0,1,0,0,0,0,0,0
our,0,3,0,0,0,0,0,0,0,0,0
amoral,0,0,0,0,0,1,0,2,0,0,0
revel,0,0,0,0,0,0,0,0,0,0,0
too,0,0,0,0,0,2,0,0,0,0,0
notification,0,0,0,0,0,0,0,0,0,0,0
annal,0,0,0,0,0,0,0,0,0,0,0
camaro,0,0,0,0,0,0,0,0,0,0,0
admitted,2,1,0,1,0,0,1,0,0,0,1
torte,0,0,0,0,0,0,0,0,0,0,0
chlorine,0,0,0,0,0,0,0,0,0,0,0
f4d,0,0,0,0,0,0,0,0,0,0,0
chisel,0,0,0,0,0,0,0,0,0,0,0
ooze,0,0,0,0,0,0,0,0,0,0,0
painting,0,0,0,0,0,1,0,0,2,0,2
radish,0,0,0,0,0,0,0,0,0,0,0
plate,0,2,0,2,0,2,0,0,0,0,0
vices,0,2,0,0,0,0,0,0,0,2,0
suggestion,0,0,0,0,0,2,2,0,0,0,0
passion fruit,0,0,0,0,0,0,0,0,0,0,0
doomsday,0,0,0,0,0,0,0,0,0,0,0
joe,0,0,0,0,0,0,0,0,0,0,0
dryerase,0,0,0,0,0,0,0,0,0,0,0
helicopter,1,0,0,0,0,0,0,0,0,0,0
offering,0,0,0,3,0,3,2,0,0,0,0
may,0,0,0,0,0,0,0,0,0,0,0
fast,0,0,0,0,0,0,0,0,0,0,0
perish,0,0,0,0,0,0,3,0,0,2,0
trawl,0,0,0,0,0,0,0,0,0,0,0
botswana,0,0,0,0,0,0,0,0,0,0,0
overcome,0,0,0,0,1,0,0,0,2,0,0
herald,0,0,0,0,0,0,0,0,0,0,0
woes,0,2,0,0,3,0,0,0,0,2,2
alliance,0,0,0,0,0,2,2,0,0,0,0
charm,0,3,0,2,1,0,2,0,0,0,0
semitruck,0,0,0,0,0,0,0,0,0,0,0
document,0,0,0,0,0,3,2,0,2,0,2
beneath,0,0,0,0,0,0,0,0,0,0,2
located,0,0,0,0,0,0,0,2,0,0,0
vanity,1,0,3,0,0,0,0,0,0,0,2
free,1,0,0,0,0,0,0,0,0,0,0
rug,0,0,0,0,0,0,0,0,0,0,0
evaporate,0,0,0,3,0,0,0,0,0,0,0
mild,0,0,0,0,0,0,0,0,0,0,0
dragon,0,0,0,0,0,0,0,0,0,0,0
century,0,0,0,0,0,0,0,0,0,0,0
frown,0,0,1,0,0,0,0,2,0,0,0
yr,0,0,0,0,0,0,0,0,0,0,0
dicaprio,2,2,0,0,0,0,0,2,0,0,2
ancestors,0,0,0,0,0,0,0,0,0,0,0
ripe,0,0,0,0,0,0,0,0,0,0,0
porch,0,0,0,0,0,0,0,0,0,0,0
typical,0,0,0,0,0,0,0,0,0,0,0
gyfrfrtu,0,0,0,0,0,0,0,0,0,0,0
backpa,0,0,0,0,0,0,0,0,0,0,0
ash,0,0,0,0,0,0,0,0,0,0,0
buyinglove,0,0,0,0,0,0,0,0,0,0,0
pot,0,0,0,0,0,0,0,0,0,0,0
altruistic,0,0,0,0,0,0,0,0,0,0,0
keychain,0,0,1,0,0,0,0,0,0,0,0
xbox360,0,0,0,0,0,0,0,0,0,0,0
lain,0,0,0,0,0,0,0,0,0,0,0
rigid,0,0,0,0,0,0,0,0,0,0,0
importance,0,0,0,0,0,3,2,0,0,0,2
raw,0,0,0,0,0,0,0,0,0,0,0
tome,0,0,0,0,0,0,0,0,0,0,0
squeak,0,0,0,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,0,0,0,2,0,0
loop,0,0,0,0,0,0,0,0,0,0,0
intrinsic,0,0,0,0,0,0,0,0,0,0,0
position,2,0,0,2,0,1,0,0,0,0,0
hypothesize,0,0,0,0,0,0,0,0,0,0,0
calm,0,0,0,0,1,0,2,0,0,0,0
jake,0,0,0,0,0,0,0,0,0,0,0
devils,0,0,0,0,0,0,0,0,0,0,0
flu,0,0,0,0,0,0,0,0,0,0,0
witness,0,2,0,0,0,0,0,2,0,0,0
politicians,0,0,0,0,0,0,0,0,2,0,0
plane,4,4,3,4,3,4,3,3,0,0,0
sickness,0,2,0,0,0,0,0,0,0,1,0
collective,0,0,0,0,0,0,0,2,0,0,0
stressful,0,0,0,0,0,0,0,0,2,0,1
omission,0,0,0,0,0,3,2,0,2,0,2
friendly,0,2,0,3,0,0,2,0,0,0,0
peace,0,0,0,0,0,0,2,0,1,0,2
shameful,0,0,2,2,0,0,0,1,0,0,0
pebble,0,0,0,0,0,0,0,0,0,0,0
rugby,0,0,0,0,0,0,0,0,0,0,0
inline,0,0,0,0,0,0,1,0,0,0,0
animalistic,1,0,0,3,2,0,0,0,0,0,0
stopping,0,0,0,0,0,0,0,0,4,0,0
terrible,0,0,0,0,0,0,0,0,0,0,0
last,0,0,0,0,0,4,2,0,0,0,1
eczema,0,0,2,2,0,0,0,0,0,0,0
steering,0,0,0,0,0,0,0,0,0,0,0
vindictive,0,0,0,0,0,0,0,0,0,0,0
jumped,0,0,0,1,0,0,0,0,0,0,0
slut,0,1,0,0,0,0,0,0,0,0,0
tourists,0,1,0,0,0,0,0,2,0,0,0
surgery,0,0,0,0,0,0,0,0,0,0,0
filament,0,0,0,0,0,0,0,0,0,0,0
jupiter,0,0,0,0,0,0,0,0,0,0,0
racoons,0,0,0,0,0,0,0,0,0,0,0
classrs,3,0,0,0,0,0,0,0,0,0,0
plow,0,0,0,0,0,0,0,0,0,0,0
bounty,2,0,0,0,0,0,0,0,0,0,0
loft,0,0,0,0,0,0,0,0,0,0,0
exploring,0,0,0,0,1,0,0,0,1,0,0
bookshelf,0,0,0,0,0,0,0,0,0,0,0
shadow,1,0,0,0,0,0,0,1,0,0,0
shoes,0,0,0,0,0,0,0,0,0,0,0
packages,0,0,0,0,0,0,1,2,0,0,0
cathedral,0,0,0,0,0,0,0,0,0,0,0
rr,0,0,0,0,0,0,0,0,0,0,0
wondering,1,1,3,0,1,0,1,0,2,0,1
literally,0,0,0,0,0,0,0,0,0,0,0
twin,0,0,0,0,0,0,0,0,0,0,0
glad,0,0,0,0,0,0,0,0,0,0,0
required,0,0,0,0,0,0,0,0,0,0,0
christie,0,0,0,0,0,0,0,0,0,0,0
igloo,0,0,0,0,0,0,0,0,0,0,0
whoosh,0,0,0,0,0,0,0,0,0,0,0
ouch,0,0,0,1,0,0,0,0,0,0,0
basil,0,0,0,0,0,0,0,0,0,0,0
doors,0,0,0,0,0,0,0,2,0,0,0
mum,1,3,0,0,0,0,0,1,0,0,0
letting,3,0,0,0,0,0,1,0,2,0,0
morals,0,0,0,0,0,0,3,0,0,1,0
mom,0,3,0,0,0,0,0,0,0,0,0
crow,0,0,0,0,0,0,0,0,0,0,0
evening,0,0,0,0,0,0,0,0,0,0,2
experience,0,2,0,0,1,0,0,0,1,0,1
quick,0,2,2,2,0,0,0,0,0,0,0
fun,0,2,0,2,0,0,0,0,0,0,0
guardian,3,0,0,0,0,0,3,0,0,0,0
pulls,0,0,0,2,0,0,2,0,0,0,0
2600,0,0,0,0,0,0,0,0,0,0,0
rummage,0,0,0,4,0,0,1,0,0,0,0
photograph,2,3,0,0,0,0,0,3,0,0,0
icebergs,0,0,0,0,0,0,0,0,0,0,0
moron,0,0,0,0,0,0,0,0,0,0,0
relations,2,4,0,0,0,0,3,0,0,4,2
boss,0,0,0,0,0,0,0,0,0,0,0
montains,0,0,0,0,0,0,0,0,0,0,0
omniscient,0,0,0,0,0,0,0,0,0,0,0
ne,0,0,0,0,0,0,0,0,0,0,0
shoerack,0,0,0,0,0,0,0,0,0,0,0
lip,0,0,0,0,0,0,0,0,0,0,0
neighbours,0,0,0,0,0,0,0,0,0,0,0
hotdo,0,0,0,0,0,0,0,0,0,0,0
stranger,2,3,0,0,0,0,0,2,0,0,0
yap,0,0,0,0,0,0,0,0,0,0,0
yum,0,0,0,0,0,0,0,0,0,0,0
humanitu,0,0,0,0,0,0,0,0,0,0,0
fiesta,0,0,0,0,0,0,0,0,0,0,0
tiyff,0,0,0,0,0,0,0,0,0,0,0
prehistoric,0,0,0,0,0,0,0,0,0,0,0
vcr,0,0,0,0,0,0,0,0,0,0,0
aid,0,0,0,2,0,2,0,0,0,0,0
fair,0,0,0,0,0,0,0,0,0,0,0
tipsy,0,0,0,0,0,0,0,0,0,0,0
aquamarine,0,0,0,0,0,0,0,0,0,0,0
redeem,0,0,0,0,0,0,0,0,0,0,0
ballad,0,0,0,0,0,0,0,0,0,0,0
silverware,0,0,0,0,0,0,0,0,0,0,0
misfit,2,2,0,0,0,0,0,0,2,0,0
misbehave,0,0,0,0,0,0,0,0,0,0,0
banger,0,0,0,0,0,0,0,0,0,0,0
burmese,0,0,0,0,0,0,0,0,0,0,0
pringles,0,0,0,0,0,0,0,0,0,0,0
trailer,0,0,0,0,0,0,0,0,0,0,0
oils,0,0,0,0,0,0,0,0,0,0,0
gazebo,0,0,0,0,0,0,0,0,0,0,0
planter,0,0,0,0,0,0,0,0,0,0,0
unlock,0,0,0,0,0,3,2,0,0,0,0
first class,4,3,1,3,0,0,0,0,0,0,0
shawn,0,0,0,0,0,0,0,0,0,0,0
tanned,0,0,0,4,2,0,0,0,0,0,0
spending,0,0,0,0,0,0,0,0,0,0,0
yodel,0,0,0,0,0,0,0,0,0,0,0
dispute,0,0,0,0,0,0,0,0,0,2,0
nothing,0,0,0,0,3,0,2,0,4,0,0
pulling,0,0,0,0,0,0,2,0,0,0,0
rat,0,0,0,0,0,0,0,0,0,0,0
lawyer,0,0,0,0,0,0,0,0,0,0,0
dragonfruit,0,0,0,0,0,0,0,0,0,0,0
poodle,0,0,0,0,0,0,0,0,0,0,0
zone,0,1,0,0,0,0,0,0,0,0,0
freeman,0,0,0,0,0,0,0,0,0,0,0
cup,0,0,0,0,0,0,0,1,0,0,0
headset,0,0,0,0,0,0,0,0,0,0,0
slumber,3,3,0,0,0,0,1,0,0,0,0
presenter,0,0,0,0,0,0,0,0,0,0,2
furnace,0,0,0,0,0,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,0
immigrants,0,0,0,0,0,0,0,0,0,0,0
responsibilities,0,0,0,0,0,3,2,0,0,3,1
thrifty,0,0,0,0,0,0,0,0,0,0,0
north,0,0,0,0,0,0,0,0,0,0,0
prosper,0,0,0,0,0,0,0,0,0,0,0
instruction,0,0,0,0,0,4,3,2,0,0,2
sandiego,0,0,0,0,0,0,0,0,0,0,0
kennel,0,0,0,0,0,0,0,0,0,0,0
fist,0,0,0,0,0,0,0,0,0,0,0
wart,0,0,0,0,0,0,0,0,0,0,0
knickknack,0,0,0,0,0,0,0,0,0,0,0
droid,0,0,0,0,0,0,0,0,0,0,0
brokerage,0,0,0,0,0,0,0,0,0,0,0
her,3,4,3,3,3,3,2,2,3,3,3
spotify,0,0,0,0,0,0,0,0,0,0,0
ryhme,0,0,0,0,0,0,0,0,0,0,0
urgency,0,1,0,0,0,3,0,2,0,0,2
pears,0,0,0,0,0,0,0,0,0,0,0
contrails,1,1,1,1,1,1,1,1,0,0,0
adios,0,0,0,0,0,0,0,0,0,0,0
acre,0,0,0,0,0,0,0,0,0,0,0
swiss,0,0,0,0,0,0,0,0,0,0,0
marbles,0,0,0,0,0,0,0,0,0,0,0
branch,0,0,0,0,0,0,0,0,0,0,0
sunny,0,0,0,0,0,0,0,0,0,0,0
hopr,0,0,0,0,0,0,0,0,0,0,0
conceptually,0,0,0,0,0,0,0,0,0,0,0
living,0,0,0,0,3,0,1,0,4,0,3
isometric,0,0,0,0,0,0,0,0,0,0,0
overcast,0,0,0,0,0,0,0,0,0,0,1
think,2,1,2,0,1,0,2,0,2,0,2
brushes,0,0,0,0,0,0,0,0,3,0,0
voice,1,2,0,0,0,0,0,3,0,0,0
phn,0,0,0,0,0,4,2,0,2,2,4
aqua,0,0,2,0,0,0,0,1,0,0,0
neighborhood,0,0,0,0,2,0,0,0,1,0,1
kangaroo,0,0,0,0,0,0,0,0,0,0,0
cart,0,1,0,1,0,0,0,0,0,0,0
any,0,0,0,0,0,0,0,0,0,0,0
bao,0,0,0,0,0,0,0,0,0,0,0
snowmelt,0,0,0,0,0,0,0,0,0,0,0
popsicle,0,0,0,0,0,0,0,0,0,0,0
authentic,0,2,0,0,0,0,0,1,0,0,1
ceremony,0,0,0,0,0,0,0,0,0,0,0
taylor,0,0,0,0,0,0,0,0,0,0,0
fly,4,3,2,2,0,3,3,0,0,0,0
wc,0,0,4,0,0,0,0,1,0,0,0
grandcanyon,0,0,0,0,0,0,0,0,0,0,0
chatgpt,0,0,0,0,0,0,0,0,0,0,0
