participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,triangle_explanation,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_interference,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,complete,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_geometry_testing_stage_start,interference_geometry_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_geometry_testing_stage_end,interference_geometry_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_geometry_testing_time,interference_geometry_training_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_geometry_testing0_task_start,interference_geometry_training0_task_start,interference_geometry_training1_task_start,interference_geometry_training10_task_start,interference_geometry_training11_task_start,interference_geometry_training12_task_start,interference_geometry_training13_task_start,interference_geometry_training14_task_start,interference_geometry_training15_task_start,interference_geometry_training16_task_start,interference_geometry_training17_task_start,interference_geometry_training18_task_start,interference_geometry_training19_task_start,interference_geometry_training2_task_start,interference_geometry_training20_task_start,interference_geometry_training21_task_start,interference_geometry_training22_task_start,interference_geometry_training23_task_start,interference_geometry_training24_task_start,interference_geometry_training25_task_start,interference_geometry_training3_task_start,interference_geometry_training4_task_start,interference_geometry_training5_task_start,interference_geometry_training6_task_start,interference_geometry_training7_task_start,interference_geometry_training8_task_start,interference_geometry_training9_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_geometry_testing0_task_end,interference_geometry_training0_task_end,interference_geometry_training1_task_end,interference_geometry_training10_task_end,interference_geometry_training11_task_end,interference_geometry_training12_task_end,interference_geometry_training13_task_end,interference_geometry_training14_task_end,interference_geometry_training15_task_end,interference_geometry_training16_task_end,interference_geometry_training17_task_end,interference_geometry_training18_task_end,interference_geometry_training19_task_end,interference_geometry_training2_task_end,interference_geometry_training20_task_end,interference_geometry_training21_task_end,interference_geometry_training22_task_end,interference_geometry_training23_task_end,interference_geometry_training24_task_end,interference_geometry_training25_task_end,interference_geometry_training3_task_end,interference_geometry_training4_task_end,interference_geometry_training5_task_end,interference_geometry_training6_task_end,interference_geometry_training7_task_end,interference_geometry_training8_task_end,interference_geometry_training9_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_complete,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_geometry_testing,time_away_interference_geometry_training,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,answer,correct_answer,answered_correct,answer_time
1463,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,19,0.7916666666666666,0.8333333333333334,0.75,1.0,7,3,7,7,4,5,2,4,1,5,1,4,4,50,54,42,0.5952380952380952,0.5934065934065934,0.6,N,4,"I typed random words that popped in my head.  Occasionally, there were corresponding words that would match the previous word.",none,none,"After I learned to combine triangles to form new triangles, I was able to properly count them.  I found that the reading did not assist in locating the triangles.",A correlation of reading a passage and the ability to generate more words in the word chain.,I incorporated words from the passage.,6,both,"After reading the passage, more words from the story were typed in the word chain the second time I took it.",1.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,"I felt no changes, just able to produce more words during the second chain game.",USA,08:32,45-49,M,Left,Y,,Y,,White,1,N,5,6,N,,7.0,,,37737.0,,1716294814880.0,1716294805083.0,1716295967726.0,1716294973948.0,1716294868779.0,1716294877783.0,1716294802034.0,1716295941719.0,1716294896811.0,1716296255218.0,1716298342881.0,1716296462355.0,1716298405390.0,1716296163889.0,1716295176393.0,1716294802256.0,1716294868778,1716294814879,1716296163888,1716295176393,1716294877783,1716294896810,1716294802255,1716295967725,1716294973948,1716296462353,1716298405388,1716298342878,1716298420698,1716296255216,1716295941718,1716294805082,53898,9796,196162,202445,9004,19027,221,26006,77137,207135,62507,1880523,15308,91327,765325,2826,1716295982898.0,1716294993427.0,1716295941719.0,1716294914488.0,1716294944396.0,,,,,,,,,,,,,,,,,,,,,,,,,1716295195419.0,1716296163888.0,1716295176392.0,1716295967724.0,1716294940515.0,1716294970410.0,,,,,,,,,,,,,,,,,,,,,,,,,1716295941718.0,746299,0.711863246298649,41180,12357.0,12357.0,2960.777380952381,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37737.0,0.0,0.0,0.0,0.0,1,1,13533.0,2.9602176554693718,2.588748751248751,2872.5714285714284,3048.983333333333,3.939545454545455,2.1,2236.6153846153848,3640.875,6,6.0,True,4544.0
1464,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,20,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,7,1,4,7,5,7,4,4,1,2,1,5,4,47,52,38,0.5595238095238095,0.5714285714285714,0.5428571428571428,N,7,"Rhyming, association, spelling",equal,equal,Fine,I really have no idea.,"After the story, its terms were on my mind, though they didn't really enter into the association. ",6,dontknow,I put the story out of my mind and free associated words based on sounds and spellings,6.0,6.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,"I didn't feel any change once I put the story out of my mind, which was fairly easy to do since Carver stories are so understated to begin with.",USA,10:29,50-54,M,Right,Y,,Y,,White,1,N,6,8,N,,5.0,What these tasks had to do with one another,,0.0,,1716300503211.0,1716300499217.0,1716301302868.0,1716300604181.0,1716300517251.0,1716300524373.0,1716300497835.0,1716301276863.0,1716300533831.0,1716301535547.0,1716301958795.0,1716301743284.0,1716302011293.0,1716301492496.0,1716300796698.0,1716300498109.0,1716300517249,1716300503208,1716301492493,1716300796697,1716300524372,1716300533830,1716300498108,1716301302867,1716300604180,1716301743282,1716302011289,1716301958780,1716302032484,1716301535543,1716301276862,1716300499215,14038,3991,189625,192516,7121,9457,273,26004,70349,207735,52494,215496,21191,43047,480164,1106,1716301310830.0,1716300615192.0,1716301276863.0,1716300548559.0,1716300576222.0,,,,,,,,,,,,,,,,,,,,,,,,,1716300802766.0,1716301492493.0,1716300796697.0,1716301302867.0,1716300574563.0,1716300602223.0,,,,,,,,,,,,,,,,,,,,,,,,,1716301276862.0,474096,0.6874453494212263,33968,12890.0,12890.0,3017.559478021978,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8121.0,2.6672762611538126,2.772943497180785,3243.3035714285716,2791.8153846153846,2.75,2.92,3118.777777777778,2865.0,6,6.0,True,3273.0
1465,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,21,0.875,0.9166666666666666,0.8333333333333334,1.0,7,1,7,7,3,7,7,6,1,4,3,7,7,64,67,50,0.7619047619047619,0.7362637362637363,0.7142857142857143,N,7,"I tried looking around the room first, then I tried to think of words in categories such as food, utensils, musical instruments, books, people, places, feelings.",meaning,meaning,"I am terrible at math and geometry, so I did pretty poorly. ",How well someone can recall events in a story.,I didn't really feel much of a difference. I mostly felt the need to get as many words as possible.,6,neither,I didn't really use the story to play the word game.,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,"I really did not feel any specific changes in relation to the word game, however I did enjoy the story quite a bit, but I was able to put it aside to focus on the word game. ",USA,09:52,35-39,F,Right,Y,,Y,,White,1,N,1,10,N,,5.0,The triangle thing felt really off from the rest of the experiment.,I really enjoyed the story and I will be looking it up later!,0.0,,1716297767050.0,1716297760919.0,1716298843124.0,1716298054620.0,1716297902224.0,1716297909336.0,1716297759196.0,1716298817117.0,1716297922268.0,1716299088328.0,1716299520579.0,1716299258345.0,1716299567113.0,1716299041143.0,1716298249317.0,1716297759406.0,1716297902222,1716297767048,1716299041139,1716298249316,1716297909334,1716297922267,1716297759406,1716298843123,1716298054619,1716299258341,1716299567109,1716299520575,1716299614292,1716299088323,1716298817115,1716297760918,135172,6129,198015,194696,7110,12931,210,26006,132351,170013,46530,262230,47179,47180,567798,1512,1716298859690.0,1716298068820.0,1716298817117.0,1716297941738.0,1716297969853.0,,,,,,,,,,,1716297997605.0,,,,,,,1716298025221.0,,,,,,,1716298259389.0,1716299041138.0,1716298249315.0,1716298843122.0,1716297967741.0,1716297995854.0,,,,,,,,,,,1716298023605.0,,,,,,,1716298051222.0,,,,,,,1716298817115.0,557726,0.8444531992943067,42575,9527.0,9527.0,3294.0637206223105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6906.0,2.0911607999843294,2.092099567099567,3422.566037735849,3165.561403508772,2.373426573426573,1.9444444444444444,2735.0,2199.9166666666665,5,6.0,False,2991.0
1466,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,7,1,4,7,7,5,5,6,1,1,1,7,7,52,59,38,0.6190476190476191,0.6483516483516484,0.5428571428571428,N,7,I used words that rhyme and belong to the same group.,equal,equal,It was shocking to see it and felt like I was missing some.,"If the reading affects the words you say before and after reading, based on mood or thoughts.",I did not feel differently when playing the game the first time versus the second time.,7,neither,I was trying to type quickly so I was thinking of random words to use. I was not thinking of the story.,1.0,2.0,7.0,2.0,2.0,4.0,1.0,1.0,1.0,"I felt like I had a better strategy of what words to type considering I was able to figure it out the first time, a good strategy of how to type as many words as I could.",USA,13:29,35-39,F,Left,Y,,Y,,White,1,N,2,1,N,,7.0,,,0.0,,1716310716551.0,1716310712602.0,1716311788331.0,1716310866814.0,1716310774821.0,1716310785483.0,1716310707580.0,1716311762321.0,1716310798246.0,1716312027560.0,1716312562648.0,1716312202006.0,1716312618669.0,1716311983553.0,1716311058884.0,1716310707670.0,1716310774820,1716310716550,1716311983552,1716311058884,1716310785482,1716310798246,1716310707669,1716311788330,1716310866813,1716312202004,1716312618667,1716312562645,1716312643575,1716312027558,1716311762320,1716310712600,58269,3948,195221,192070,10661,12763,89,26009,68567,174444,56019,360639,24906,44005,703436,4930,1716311803462.0,1716310877039.0,1716311762321.0,1716310811564.0,1716310838817.0,,,,,,,,,,,,,,,,,,,,,,,,,1716311068329.0,1716311983551.0,1716311058883.0,1716311788330.0,1716310837575.0,1716310864822.0,,,,,,,,,,,,,,,,,,,,,,,,,1716311762320.0,693991,0.7901076126704654,41142,7411.0,7411.0,1869.7547953964197,,26352.0,0.0,0.0,0.0,1193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547.0,1,0,31508.0,2.6505065874296645,2.48310887385818,1957.0978260869565,1782.4117647058824,2.4,3.0771612445525487,1906.2142857142858,1268.3478260869565,6,6.0,True,4364.0
1467,True,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,11,0.4583333333333333,0.6666666666666666,0.25,0.5,6,1,5,7,4,7,5,7,7,4,3,7,7,66,70,52,0.7857142857142857,0.7692307692307693,0.7428571428571429,N,4,"no strategy, just what comes to mind.",sound,sound,It was brain teasing which is cool.,Level of attentiveness when reading and writing,The latter was easier,5,unintentional,I experienced some imaginary scenario of the story as i was playing the word chain game.,5.0,7.0,4.0,5.0,4.0,6.0,6.0,5.0,5.0,I felt bored during the second word chain game cos i was reminiscing on the story.,USA,13:18,20-24,M,Right,Y,,Y,,Black,1,N,5,5,N,,7.0,,no comments,1398.0,,1716310590701.0,1716310581154.0,1716311205013.0,1716310709682.0,1716310601780.0,1716310610172.0,1716310576236.0,1716311178990.0,1716310619027.0,1716311457634.0,1716311870202.0,1716311616501.0,1716311950126.0,1716311399130.0,1716310903704.0,1716310579294.0,1716310601778,1716310590699,1716311399129,1716310903703,1716310610171,1716310619026,1716310579292,1716311205013,1716310709682,1716311616500,1716311950124,1716311870198,1716311970556,1716311457631,1716311178988,1716310581153,11077,9545,194116,194021,8391,8854,3056,26023,90655,158866,79922,253697,20430,58501,275284,1859,1716311218451.0,1716310721595.0,1716311178990.0,1716310651478.0,1716310680615.0,,,,,,,,,,,,,,,,,,,,,,,,,1716310911789.0,1716311399129.0,1716310903703.0,1716311205013.0,1716310677494.0,1716310706628.0,,,,,,,,,,,,,,,,,,,,,,,,,1716311178988.0,267199,0.07792529560367936,39463,18080.0,6367.0,4208.553838484547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.0,0.0,0.0,0.0,0.0,1,1,10712.0,2.7159900035861573,3.1685937102113573,3061.813559322034,5355.294117647059,2.862727272727273,5.2272727272727275,2726.3636363636365,7228.0,3,6.0,False,4809.0
1468,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,5,1,5,7,4,5,2,5,1,1,1,2,2,37,41,33,0.44047619047619047,0.45054945054945056,0.4714285714285714,N,6,"The only strategy I used was to rhyme, use synonyms, or related words for words that came to me.",none,sound,"I was trying to look for bigger triangles formed by multiple figures, but my mind was unable to look broader. It felt like I was more focused into the individual shapes of the smaller triangles and could not pull myself back to see more.",I would imagine creativity following having to focus on something for a period of time before? No idea.,Before reading the story I felt like I needed to think of a lot of different words and did not try to pull words together. After reading I was feeling like I could create more connections between words to create new words.,2,neither,I did not reflect on the story. I don't believe I really used any words following it that related to the story. I just thought of it as a separate task.,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,"I didn't really feel any changes. I disassociated the tasks and did not think one was relevant to the other. The words I chose were, as far as I remember, unrelated to the story.",USA,08:56,30-34,M,Right,Y,,Y,,White,1,N,5,10,N,,7.0,,,0.0,,1716294366107.0,1716294361762.0,1716295407148.0,1716294513934.0,1716294409021.0,1716294422296.0,1716294360400.0,1716295381128.0,1716294435643.0,1716295670794.0,1716296208237.0,1716295867505.0,1716296253108.0,1716295610768.0,1716294711143.0,1716294360520.0,1716294409021,1716294366106,1716295610766,1716294711143,1716294422296,1716294435642,1716294360519,1716295407147,1716294513934,1716295867503,1716296253106,1716296208230,1716296269558,1716295670792,1716295381126,1716294361761,42914,4344,203618,197209,13275,13346,119,26019,78291,196709,44869,340725,16450,60024,669983,1241,1716295427046.0,1716294530958.0,1716295381128.0,1716294457218.0,1716294484857.0,,,,,,,,,,,,,,,,,,,,,,,,,1716294724044.0,1716295610766.0,1716294711142.0,1716295407147.0,1716294483238.0,1716294510870.0,,,,,,,,,,,,,,,,,,,,,,,,,1716295381126.0,657082,0.7734278953700778,45920,8928.0,8928.0,2496.637593283582,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10872.0,2.575596155257172,2.2177334850576953,2741.4626865671644,2251.8125,2.12,2.1687635281385282,2271.0,1634.4705882352941,5,6.0,False,2380.0
1469,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,22,0.9166666666666666,1.0,0.8333333333333334,1.0,6,1,6,5,2,7,5,5,1,1,1,5,5,48,50,38,0.5714285714285714,0.5494505494505495,0.5428571428571428,N,7,Cleared my mind and thought of words.,none,none,it was good.,I'm not sure,I didn't have any differences.  I probably used words from the story on the second chain game.,5,unintentional,While doing the word chain game the second time it was hard to separate the story from the words generated.,4.0,5.0,4.0,5.0,5.0,6.0,2.0,2.0,1.0,I didn't like the chain game in the middle between reading the story because I wanted to continue reading the story.,USA,09:33,45-49,M,Right,Y,,Y,,NONE,1,N,4,4,N,,7.0,,,0.0,,1716300013235.0,1716300007920.0,1716301095809.0,1716300190755.0,1716300045842.0,1716300059328.0,1716299895258.0,1716301069789.0,1716300072802.0,1716301374010.0,1716301974874.0,1716301634311.0,1716302038809.0,1716301314540.0,1716300440018.0,1716299895432.0,1716300045839,1716300013232,1716301314527,1716300439957,1716300059326,1716300072801,1716299895429,1716301095808,1716300190753,1716301634308,1716302038805,1716301974790,1716302051823,1716301374001,1716301069787,1716300007917,32604,5312,218718,249202,13484,13473,171,26019,117951,260298,63931,340479,13014,59461,629769,112485,1716301112357.0,1716300209759.0,1716301069789.0,1716300105955.0,1716300134589.0,,,,,,,,,,,1716300162178.0,,,,,,,,,,,,,,1716300454228.0,1716301314526.0,1716300439956.0,1716301095807.0,1716300131958.0,1716300160603.0,,,,,,,,,,,1716300188190.0,,,,,,,,,,,,,,1716301069787.0,615559,0.6642190520986063,42570,54107.0,45165.0,8649.140476190476,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,24784.0,5.21209025032938,2.397567254174397,9626.380952380952,7671.9,4.602717391304348,2.9,4657.75,5010.2,5,6.0,False,3400.0
1470,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,7,1,7,7,1,7,7,7,1,4,4,5,5,62,63,52,0.7380952380952381,0.6923076923076923,0.7428571428571429,N,5,"it was a lot of random recall, but also observed things around me and then used word association",meaning,none,"jarring both times, I am not very good at math/geometry and was confused at the start, but especially so after being in reading brain. ",How easily a person is able to switch back and forth between modes of thinking,"I definitely felt I was pulling more from the story the second time around, whereas the first time was more word association and looking around for objects/ things in my room. ",7,both,"I was still processing the events of the story and that definitely had an impact on my responses. However, as the game went on, I began to look around me for more words. ",7.0,7.0,6.0,7.0,7.0,4.0,3.0,2.0,4.0,I think I was more focused on the specific story than a broader topic. ,USA,08:55,25-29,F,Right,Y,,Y,,White,1,N,4,8,N,,7.0,,,0.0,,1716294257845.0,1716294254270.0,1716295314983.0,1716294422121.0,1716294263663.0,1716294270656.0,1716294252827.0,1716295288979.0,1716294290129.0,1716295554255.0,1716296083166.0,1716295753541.0,1716296151091.0,1716295514012.0,1716294618276.0,1716294252953.0,1716294263662,1716294257843,1716295514010,1716294618276,1716294270654,1716294290128,1716294252952,1716295314982,1716294422120,1716295753539,1716296151089,1716296083161,1716296159982,1716295554253,1716295288978,1716294254268,5817,3573,199027,196155,6991,19472,125,26003,131991,199284,67923,329620,8891,40241,670702,1315,1716295333067.0,1716294434253.0,1716295288979.0,1716294306324.0,1716294334611.0,,,,,,,,,,,1716294362483.0,,,,,,,1716294392091.0,,,,,,,1716294632729.0,1716295514010.0,1716294618276.0,1716295314982.0,1716294332327.0,1716294360614.0,,,,,,,,,,,1716294388488.0,,,,,,,1716294418095.0,,,,,,,1716295288978.0,656249,0.5979654061976145,44089,11169.0,8165.0,3581.8763958413556,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,44562.0,3.2886443201067705,2.4171750729890267,3692.2244897959185,3471.5283018867926,3.009090909090909,3.1,2646.6666666666665,4459.833333333333,5,6.0,False,3097.0
1471,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,20,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,6,3,5,5,3,6,5,6,2,2,2,4,5,51,54,42,0.6071428571428571,0.5934065934065934,0.6,N,6,thinking of things in the story i had just read; thinking of things around me in the room i am currently in.,meaning,meaning,a bit hard to concenrtate.,how shifting subject can affect concentration,it was easier to come up with words during the second story because the story created extensive imagery,5,both,"Many images from the story came to my mind naturally. Then, as I was searching for more words, I thought back to the story to see if there were others i could use. I continued to look around me for inspiration any time nothing from the story was coming to mind. ",2.0,6.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,"The words came a little bit easier, which perhaps made it seem a little less boring/ the time went by quicker.",USA,09:17,30-34,F,Right,Y,,Y,,White,1,N,6,8,N,,7.0,,,0.0,,1716295855914.0,1716295854171.0,1716296640297.0,1716295962201.0,1716295867727.0,1716295877688.0,1716295852542.0,1716296614290.0,1716295887171.0,1716296894360.0,1716297458930.0,1716297089980.0,1716297508872.0,1716296839492.0,1716296159454.0,1716295852672.0,1716295867725,1716295855912,1716296839492,1716296159452,1716295877687,1716295887170,1716295852671,1716296640295,1716295962200,1716297089978,1716297508870,1716297458927,1716297516037,1716296894358,1716296614286,1716295854170,11811,1741,199195,197251,9960,9482,129,26005,75029,195618,49940,368947,7165,54866,454832,1498,1716296656058.0,1716295978929.0,1716296614290.0,1716295904273.0,1716295932598.0,,,,,,,,,,,,,,,,,,,,,,,,,1716296169087.0,1716296839491.0,1716296159449.0,1716296640295.0,1716295930276.0,1716295958601.0,,,,,,,,,,,,,,,,,,,,,,,,,1716296614286.0,445199,0.6050493113044645,41772,11863.0,11863.0,2657.23710021322,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6728.0,3.3373149941125284,2.6406720508301538,2736.731343283582,2577.7428571428572,4.184495632572555,2.118181818181818,2266.769230769231,2561.3636363636365,5,6.0,False,3295.0
1472,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,20,0.8333333333333334,0.9166666666666666,0.75,1.0,5,2,6,6,3,6,3,4,2,2,1,5,5,47,50,37,0.5595238095238095,0.5494505494505495,0.5285714285714286,N,5,I used the plurals of words and I also tried using words that relate to each other.,equal,equal,I thought the triangle counting was easier after reading.,I think the experiment was trying to measure word association along with shape identification before and after reading a story.,"The story did come to mind while doing the word chain game after reading it. I used some words based on the story themes. Before reading the story, I only used random words that came to mind.",5,unintentional,I still had some parts of the story in my mind such as the wife being followed in her car so I used a lot of words that have to do with vehicles. I also used beer since that was brought up often in the story.,2.0,5.0,5.0,6.0,7.0,5.0,6.0,5.0,2.0,I had words come to mind in the second word chain game that did not come to mind in the first game. This was directly related to the story. I had many words come to mind based on sections of the story and the themes presented.,USA,10:35,30-34,M,Right,Y,,Y,,White,1,N,4,2,N,,6.0,,,130899.0,,1716299998691.0,1716299992731.0,1716300962112.0,1716300132608.0,1716300006098.0,1716300012327.0,1716299990478.0,1716300936092.0,1716300026865.0,1716301241094.0,1716301950692.0,1716301568044.0,1716302009448.0,1716301177317.0,1716300338821.0,1716299991162.0,1716300006096,1716299998689,1716301177315,1716300338821,1716300012327,1716300026864,1716299991159,1716300962111,1716300132607,1716301568041,1716302009445,1716301950686,1716302023213,1716301241090,1716300936091,1716299992728,7405,5958,215203,206213,6229,14537,681,26019,105742,326947,58753,382642,13765,63773,597270,1566,1716300994990.0,1716300155344.0,1716300936092.0,1716300044067.0,1716300071705.0,,,,,,,,,,,1716300101297.0,,,,,,,,,,,,,,1716300352892.0,1716301177315.0,1716300338820.0,1716300962111.0,1716300070073.0,1716300097729.0,,,,,,,,,,,1716300127312.0,,,,,,,,,,,,,,1716300936090.0,583198,0.7422590627709822,58900,8051.0,8051.0,2599.734469544171,,0.0,0.0,8696.0,0.0,0.0,0.0,0.0,0.0,0.0,122203.0,1716.0,0.0,0.0,0.0,0.0,0.0,1,3,8635.0,3.4633092928152216,2.5960839120055286,2720.6716417910447,2478.7972972972975,4.475424575424575,2.9643073593073597,2296.846153846154,2904.0,6,6.0,True,2797.0
1473,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,7,2,7,7,7,7,4,5,1,1,1,3,4,49,56,42,0.5833333333333334,0.6153846153846154,0.6,N,5,I chose words that corresponded to the letter that caught my eye on the keyboard.,none,sound,i struggled.,Ability to retain information gained from reading when there is a distraction in between reading the prompt and answering comprehension questions.,I consistently chose longer words this second time.,2,neither,I was thinking about the geometry tasks and how I blew it again.,3.0,2.0,1.0,1.0,1.0,7.0,1.0,5.0,1.0,"In the second round, I felt more confident about choosing words and they flowed quicker and easier. I was more invested the second time and not thinking about the time or wishing it would end. I did not notice how much time it was taking the second time around.",USA,13:36,35-39,F,Right,Y,,Y,,Black,1,N,6,4,N,,4.0,the geometry tasks,,0.0,,1716310562497.0,1716310556133.0,1716312215702.0,1716311326211.0,1716310734275.0,1716310758138.0,1716310553967.0,1716312189687.0,1716310769358.0,1716312473023.0,1716313000640.0,1716312658235.0,1716313047402.0,1716312415076.0,1716311531385.0,1716310554159.0,1716310734273,1716310562495,1716312415071,1716311531384,1716310758137,1716310769357,1716310554158,1716312215701,1716311326210,1716312658231,1716313047398,1716313000635,1716313068364,1716312473019,1716312189686,1716310556131,171776,6362,199369,205173,23862,11219,191,26014,556852,185208,46758,342400,20962,57943,658301,1972,1716312234372.0,1716311351315.0,1716312189687.0,1716310794665.0,1716310822731.0,1716311072039.0,1716311099630.0,1716311127179.0,1716311154587.0,1716311182486.0,1716311210987.0,1716311238657.0,1716311266943.0,1716311294588.0,,1716310850712.0,,,,,,,1716310878410.0,1716310906199.0,1716310934096.0,1716310961718.0,1716310989149.0,1716311016575.0,1716311044393.0,1716311548351.0,1716312415070.0,1716311531384.0,1716312215701.0,1716310820675.0,1716310848740.0,1716311098047.0,1716311125651.0,1716311153195.0,1716311180602.0,1716311208508.0,1716311237010.0,1716311264673.0,1716311292954.0,1716311320614.0,,1716310876735.0,,,,,,,1716310904419.0,1716310932217.0,1716310960121.0,1716310987734.0,1716311015163.0,1716311042588.0,1716311070402.0,1716312189686.0,641335,0.8550640083548534,44686,11933.0,11933.0,3143.6045673076924,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8822.0,1.699373040752351,2.1397384029369326,3474.3653846153848,2812.84375,1.8666666666666665,2.284935064935065,3316.8888888888887,3009.5555555555557,14,6.0,False,6786.0
